St. Margaret Mary Alacoque ,St. Thomas Aquinas,St. Francis of Assisi,St. Bernard of Chiaravalle,San Giovanni Bosco,St. Germaine Cousin,St. Stanislaus Kostka,St. Faustina Kowalska,St. Catherine of Siena,Bl. ALexandria Maria da Costa,Bl. Anna Catherine Emmerich,Bl. Mary of the Passion,Bl. Nicholas Steno,St. Nicholas of Flue,S.D. Anne-Louise Lateau,S.D. Marthe Robin,Andre Frossard,Teresa Neumann
1600,1279,1200,1100,1848,1589,1559,1931,1380,1955,1824,1912,1686,1417,1850,1981,1900,1962
